ym_track_id,emotion,NO,YES,rate
17442886,nostalgic,0,3,1.0
10776533,nostalgic,0,3,1.0
17318383,nostalgic,0,3,1.0
22459,nostalgic,0,3,1.0
892730,nostalgic,0,3,1.0
17197658,nostalgic,0,3,1.0
17193433,nostalgic,0,3,1.0
707161,nostalgic,0,3,1.0
25713835,nostalgic,0,3,1.0
21711462,nostalgic,0,3,1.0
148345,nostalgic,0,3,1.0
74451,nostalgic,0,3,1.0
25784,nostalgic,0,3,1.0
21565829,nostalgic,0,3,1.0
21565417,nostalgic,0,3,1.0
21565272,nostalgic,0,3,1.0
19711134,nostalgic,0,3,1.0
19280427,nostalgic,0,3,1.0
21564860,nostalgic,0,3,1.0
20617577,nostalgic,0,3,1.0
240851,nostalgic,0,3,1.0
906927,nostalgic,0,3,1.0
21311838,nostalgic,0,3,1.0
20978451,nostalgic,0,3,1.0
170051,nostalgic,0,3,1.0
35156,nostalgic,0,3,1.0
226281,nostalgic,0,3,1.0
1391616,nostalgic,0,3,1.0
20714356,nostalgic,0,3,1.0
20623069,nostalgic,0,3,1.0
20536609,nostalgic,0,3,1.0
2749752,nostalgic,0,3,1.0
326921,nostalgic,0,3,1.0
226290,nostalgic,0,3,1.0
226289,nostalgic,0,3,1.0
226288,nostalgic,0,3,1.0
226287,nostalgic,0,3,1.0
226285,nostalgic,0,3,1.0
226284,nostalgic,0,3,1.0
226283,nostalgic,0,3,1.0
226282,nostalgic,0,3,1.0
17191906,nostalgic,0,3,1.0
17191904,nostalgic,0,3,1.0
17191899,nostalgic,0,3,1.0
72285174,nostalgic,0,3,1.0
148508,nostalgic,0,3,1.0
148507,nostalgic,0,3,1.0
148506,nostalgic,0,3,1.0
148505,nostalgic,0,3,1.0
629577,nostalgic,0,3,1.0
1301060,nostalgic,0,3,1.0
96319,nostalgic,0,3,1.0
1393344,nostalgic,0,3,1.0
1228360,nostalgic,0,3,1.0
376949,nostalgic,0,3,1.0
135211,nostalgic,0,3,1.0
36844215,nostalgic,0,3,1.0
11917713,nostalgic,0,3,1.0
72285179,nostalgic,0,3,1.0
63398661,nostalgic,0,3,1.0
630482,nostalgic,0,3,1.0
11111006,nostalgic,0,3,1.0
126190,nostalgic,0,3,1.0
6705392,nostalgic,0,3,1.0
24692395,nostalgic,0,3,1.0
11745457,nostalgic,0,3,1.0
308971,nostalgic,0,3,1.0
10331319,nostalgic,0,3,1.0
37475,nostalgic,0,3,1.0
485281,nostalgic,0,3,1.0
937149,nostalgic,0,3,1.0
65047463,nostalgic,0,3,1.0
65047329,nostalgic,0,3,1.0
65047113,nostalgic,0,3,1.0
4462355,nostalgic,0,3,1.0
148509,nostalgic,0,3,1.0
148510,nostalgic,0,3,1.0
148511,nostalgic,0,3,1.0
148513,nostalgic,0,3,1.0
645159,nostalgic,0,3,1.0
611366,nostalgic,0,3,1.0
183610,nostalgic,0,3,1.0
16549852,nostalgic,0,3,1.0
653414,nostalgic,0,3,1.0
16366984,nostalgic,0,3,1.0
16287239,nostalgic,0,3,1.0
280527,nostalgic,0,3,1.0
29092749,nostalgic,0,3,1.0
171328,nostalgic,0,3,1.0
1709472,nostalgic,0,3,1.0
562,nostalgic,0,3,1.0
1704764,nostalgic,0,3,1.0
1704746,nostalgic,0,3,1.0
1704660,nostalgic,0,3,1.0
114694,nostalgic,0,3,1.0
36661,nostalgic,0,3,1.0
15271,nostalgic,0,3,1.0
5107098,nostalgic,0,3,1.0
1535858,nostalgic,0,3,1.0
420960,nostalgic,0,3,1.0
465352,nostalgic,0,3,1.0
1534605,nostalgic,0,3,1.0
214949,nostalgic,0,3,1.0
14170112,nostalgic,0,3,1.0
16884,nostalgic,0,3,1.0
148516,nostalgic,0,3,1.0
148515,nostalgic,0,3,1.0
148514,nostalgic,0,3,1.0
21709841,nostalgic,0,3,1.0
40712750,nostalgic,0,3,1.0
40670,nostalgic,0,3,1.0
27373910,nostalgic,0,3,1.0
289678,nostalgic,0,3,1.0
289675,nostalgic,0,3,1.0
322737,nostalgic,0,3,1.0
27191657,nostalgic,0,3,1.0
25034945,nostalgic,0,3,1.0
27243642,nostalgic,0,3,1.0
27373818,nostalgic,0,3,1.0
27373842,nostalgic,0,3,1.0
27373883,nostalgic,0,3,1.0
27373899,nostalgic,0,3,1.0
24850236,nostalgic,0,3,1.0
25143926,nostalgic,0,3,1.0
24716169,nostalgic,0,3,1.0
24689288,nostalgic,0,3,1.0
24717869,nostalgic,0,3,1.0
27373918,nostalgic,0,3,1.0
1998535,nostalgic,0,3,1.0
27373949,nostalgic,0,3,1.0
27373955,nostalgic,0,3,1.0
31463940,nostalgic,0,3,1.0
27374232,nostalgic,0,3,1.0
24090087,nostalgic,0,3,1.0
25042642,nostalgic,0,3,1.0
42848681,nostalgic,0,3,1.0
27374244,nostalgic,0,3,1.0
3933753,nostalgic,0,3,1.0
4215,nostalgic,0,3,1.0
2836676,nostalgic,0,3,1.0
410540,nostalgic,0,3,1.0
25800041,nostalgic,0,3,1.0
2825929,nostalgic,0,3,1.0
25699206,nostalgic,0,3,1.0
37371,nostalgic,0,3,1.0
595168,nostalgic,0,3,1.0
25586116,nostalgic,0,3,1.0
63817,nostalgic,0,3,1.0
26177633,nostalgic,0,3,1.0
1490040,nostalgic,0,3,1.0
26312206,nostalgic,0,3,1.0
296206,nostalgic,0,3,1.0
25505512,nostalgic,0,3,1.0
24122717,nostalgic,0,3,1.0
25505506,nostalgic,0,3,1.0
598857,nostalgic,0,3,1.0
628475,nostalgic,0,3,1.0
26626709,nostalgic,0,3,1.0
20584,nostalgic,1,2,0.6666666666666666
26674600,nostalgic,0,3,1.0
23466120,nostalgic,0,3,1.0
34608,nostalgic,0,3,1.0
25891470,nostalgic,0,3,1.0
670579,nostalgic,0,3,1.0
1279,nostalgic,0,3,1.0
40060,nostalgic,0,3,1.0
23205073,nostalgic,0,3,1.0
51492,nostalgic,0,3,1.0
28252008,nostalgic,0,3,1.0
28222352,nostalgic,0,3,1.0
51494,nostalgic,0,3,1.0
27806705,nostalgic,0,3,1.0
28054995,nostalgic,0,3,1.0
51496,nostalgic,0,3,1.0
51498,nostalgic,0,3,1.0
33627,nostalgic,0,3,1.0
19568993,nostalgic,0,3,1.0
51499,nostalgic,0,3,1.0
809223,nostalgic,0,3,1.0
51504,nostalgic,0,3,1.0
51500,nostalgic,0,3,1.0
51502,nostalgic,0,3,1.0
23669017,nostalgic,0,3,1.0
36616,nostalgic,0,3,1.0
2662116,nostalgic,0,3,1.0
21789250,nostalgic,0,3,1.0
27374372,nostalgic,0,3,1.0
27374256,nostalgic,0,3,1.0
51491,nostalgic,0,3,1.0
51488,nostalgic,0,3,1.0
91355,nostalgic,0,3,1.0
813824,nostalgic,0,3,1.0
27374389,nostalgic,0,3,1.0
51489,nostalgic,0,3,1.0
670582,nostalgic,0,3,1.0
27047418,nostalgic,0,3,1.0
51490,nostalgic,0,3,1.0
257156,nostalgic,0,3,1.0
27374363,nostalgic,0,3,1.0
60645188,nostalgic,1,2,0.6666666666666666
27816991,nostalgic,1,2,0.6666666666666666
53504494,nostalgic,1,2,0.6666666666666666
15364714,nostalgic,1,2,0.6666666666666666
2219131,nostalgic,1,2,0.6666666666666666
100335,nostalgic,1,2,0.6666666666666666
21565375,nostalgic,1,2,0.6666666666666666
5335386,nostalgic,1,2,0.6666666666666666
4214,nostalgic,1,2,0.6666666666666666
20838715,nostalgic,1,2,0.6666666666666666
2159561,nostalgic,1,2,0.6666666666666666
148504,nostalgic,1,2,0.6666666666666666
30075186,nostalgic,1,2,0.6666666666666666
29637677,nostalgic,1,2,0.6666666666666666
70126,nostalgic,1,2,0.6666666666666666
4182,nostalgic,1,2,0.6666666666666666
25625579,nostalgic,1,2,0.6666666666666666
31739806,nostalgic,1,2,0.6666666666666666
3090596,nostalgic,1,2,0.6666666666666666
1020189,nostalgic,1,2,0.6666666666666666
42125189,nostalgic,1,2,0.6666666666666666
42125196,nostalgic,1,2,0.6666666666666666
147946,nostalgic,1,2,0.6666666666666666
37111584,nostalgic,1,2,0.6666666666666666
13271403,nostalgic,1,2,0.6666666666666666
4493790,nostalgic,1,2,0.6666666666666666
27515805,nostalgic,1,2,0.6666666666666666
28875251,nostalgic,1,2,0.6666666666666666
148512,nostalgic,1,2,0.6666666666666666
66703434,nostalgic,1,2,0.6666666666666666
8872588,nostalgic,1,2,0.6666666666666666
732401,nostalgic,1,2,0.6666666666666666
32912806,nostalgic,1,2,0.6666666666666666
26930768,nostalgic,1,2,0.6666666666666666
42207,nostalgic,1,2,0.6666666666666666
149848,nostalgic,1,2,0.6666666666666666
26930778,nostalgic,1,2,0.6666666666666666
2727765,nostalgic,1,2,0.6666666666666666
674083,nostalgic,1,2,0.6666666666666666
23552319,nostalgic,1,2,0.6666666666666666
23809327,nostalgic,1,2,0.6666666666666666
38978280,nostalgic,1,2,0.6666666666666666
137670,nostalgic,1,2,0.6666666666666666
10306351,nostalgic,1,2,0.6666666666666666
225849,nostalgic,1,2,0.6666666666666666
4650841,nostalgic,1,2,0.6666666666666666
2285715,nostalgic,1,2,0.6666666666666666
23991858,nostalgic,1,2,0.6666666666666666
33308968,nostalgic,1,2,0.6666666666666666
4144689,nostalgic,1,2,0.6666666666666666
8997212,nostalgic,1,2,0.6666666666666666
3747381,nostalgic,1,2,0.6666666666666666
24562170,nostalgic,1,2,0.6666666666666666
123914,nostalgic,1,2,0.6666666666666666
178622,nostalgic,1,2,0.6666666666666666
226286,nostalgic,1,2,0.6666666666666666
22810598,nostalgic,1,2,0.6666666666666666
549,nostalgic,1,2,0.6666666666666666
9477470,nostalgic,1,2,0.6666666666666666
21698384,nostalgic,1,2,0.6666666666666666
114334,nostalgic,1,2,0.6666666666666666
19280419,nostalgic,1,2,0.6666666666666666
63820,nostalgic,1,2,0.6666666666666666
19280423,nostalgic,1,2,0.6666666666666666
63811,nostalgic,1,2,0.6666666666666666
46653543,nostalgic,1,2,0.6666666666666666
27690063,nostalgic,1,2,0.6666666666666666
39954970,nostalgic,1,2,0.6666666666666666
20836243,nostalgic,1,2,0.6666666666666666
232139,nostalgic,1,2,0.6666666666666666
181291,nostalgic,1,2,0.6666666666666666
24089924,nostalgic,1,2,0.6666666666666666
9477479,nostalgic,1,2,0.6666666666666666
23127711,nostalgic,1,2,0.6666666666666666
45911718,nostalgic,1,2,0.6666666666666666
33012619,nostalgic,1,2,0.6666666666666666
334361,nostalgic,1,2,0.6666666666666666
17196791,nostalgic,1,2,0.6666666666666666
17196790,nostalgic,1,2,0.6666666666666666
32607163,nostalgic,1,2,0.6666666666666666
2280750,nostalgic,1,2,0.6666666666666666
120040,nostalgic,1,2,0.6666666666666666
135611,nostalgic,1,2,0.6666666666666666
642092,nostalgic,1,2,0.6666666666666666
32192251,nostalgic,1,2,0.6666666666666666
2144135,nostalgic,1,2,0.6666666666666666
63827,nostalgic,1,2,0.6666666666666666
16273862,nostalgic,1,2,0.6666666666666666
2179735,nostalgic,1,2,0.6666666666666666
68684,nostalgic,1,2,0.6666666666666666
17563778,nostalgic,1,2,0.6666666666666666
528094,nostalgic,1,2,0.6666666666666666
6666495,nostalgic,1,2,0.6666666666666666
21573668,nostalgic,1,2,0.6666666666666666
340899,nostalgic,1,2,0.6666666666666666
25435878,nostalgic,1,2,0.6666666666666666
20762321,nostalgic,1,2,0.6666666666666666
10358,nostalgic,1,2,0.6666666666666666
2142495,nostalgic,1,2,0.6666666666666666
46250631,nostalgic,1,2,0.6666666666666666
2142491,nostalgic,1,2,0.6666666666666666
34164040,nostalgic,1,2,0.6666666666666666
163393,nostalgic,1,2,0.6666666666666666
46554763,nostalgic,1,2,0.6666666666666666
4253965,nostalgic,1,2,0.6666666666666666
18252016,nostalgic,1,2,0.6666666666666666
17573457,nostalgic,1,2,0.6666666666666666
22436,nostalgic,1,2,0.6666666666666666
33875458,nostalgic,1,2,0.6666666666666666
33792675,nostalgic,1,2,0.6666666666666666
25243041,nostalgic,1,2,0.6666666666666666
35396695,nostalgic,2,1,0.3333333333333333
707386,nostalgic,2,1,0.3333333333333333
31308798,passionate,0,3,1.0
424090,passionate,1,2,0.6666666666666666
245393,passionate,0,3,1.0
178969,passionate,0,3,1.0
3960930,passionate,0,3,1.0
35505098,passionate,0,3,1.0
35347910,passionate,0,3,1.0
35331556,passionate,0,3,1.0
418283,passionate,0,3,1.0
36784642,passionate,0,3,1.0
417913,passionate,0,3,1.0
44137742,passionate,0,3,1.0
27584579,passionate,0,3,1.0
34401910,passionate,0,3,1.0
34240771,passionate,0,3,1.0
3616434,passionate,0,3,1.0
34839585,passionate,0,3,1.0
450110,passionate,0,3,1.0
246202,passionate,0,3,1.0
36479667,passionate,0,3,1.0
37952857,passionate,0,3,1.0
38947443,passionate,0,3,1.0
198009,passionate,0,3,1.0
703869,passionate,0,3,1.0
38789696,passionate,0,3,1.0
629921,passionate,0,3,1.0
59426,passionate,0,3,1.0
452842,passionate,0,3,1.0
38342548,passionate,0,3,1.0
37989843,passionate,0,3,1.0
35135,passionate,0,3,1.0
33501,passionate,0,3,1.0
33473,passionate,0,3,1.0
455490,passionate,0,3,1.0
32606112,passionate,0,3,1.0
113489,passionate,0,3,1.0
545285,passionate,0,3,1.0
25058812,passionate,0,3,1.0
26027100,passionate,0,3,1.0
23950615,passionate,0,3,1.0
25713136,passionate,0,3,1.0
368213,passionate,0,3,1.0
36157,passionate,0,3,1.0
25348562,passionate,0,3,1.0
24937038,passionate,0,3,1.0
26666389,passionate,0,3,1.0
23316477,passionate,0,3,1.0
694683,passionate,0,3,1.0
20217925,passionate,0,3,1.0
269509,passionate,0,3,1.0
19326805,passionate,0,3,1.0
23178057,passionate,0,3,1.0
26248865,passionate,0,3,1.0
27325058,passionate,0,3,1.0
376182,passionate,0,3,1.0
30159011,passionate,0,3,1.0
26790968,passionate,0,3,1.0
26610367,passionate,0,3,1.0
31570377,passionate,0,3,1.0
31461503,passionate,0,3,1.0
34176793,passionate,0,3,1.0
30840486,passionate,0,3,1.0
803737,passionate,0,3,1.0
27373826,passionate,0,3,1.0
29562001,passionate,0,3,1.0
352917,passionate,0,3,1.0
348891,passionate,0,3,1.0
284869,passionate,0,3,1.0
338678,passionate,0,3,1.0
3105799,passionate,0,3,1.0
39067549,passionate,0,3,1.0
492747,passionate,0,3,1.0
253237,passionate,0,3,1.0
52213829,passionate,0,3,1.0
701141,passionate,0,3,1.0
673475,passionate,0,3,1.0
684682,passionate,0,3,1.0
40032220,passionate,0,3,1.0
3523,passionate,0,3,1.0
647878,passionate,0,3,1.0
6679107,passionate,0,3,1.0
706595,passionate,0,3,1.0
662102,passionate,0,3,1.0
47131155,passionate,0,3,1.0
633561,passionate,0,3,1.0
682176,passionate,0,3,1.0
647640,passionate,0,3,1.0
631623,passionate,0,3,1.0
706587,passionate,0,3,1.0
722115,passionate,0,3,1.0
645865,passionate,0,3,1.0
91733,passionate,0,3,1.0
4104963,passionate,0,3,1.0
10186904,passionate,0,3,1.0
59516309,passionate,0,3,1.0
8757179,passionate,0,3,1.0
101899,passionate,0,3,1.0
805534,passionate,0,3,1.0
631446,passionate,0,3,1.0
592267,passionate,0,3,1.0
4116,passionate,0,3,1.0
54994,passionate,0,3,1.0
57175580,passionate,0,3,1.0
16794309,passionate,0,3,1.0
55040855,passionate,0,3,1.0
53674735,passionate,0,3,1.0
50409348,passionate,0,3,1.0
15328791,passionate,0,3,1.0
18223,passionate,0,3,1.0
630829,passionate,0,3,1.0
44139190,passionate,0,3,1.0
44100268,passionate,0,3,1.0
44099094,passionate,0,3,1.0
42123560,passionate,0,3,1.0
43765066,passionate,0,3,1.0
470175,passionate,0,3,1.0
5185311,passionate,0,3,1.0
5436570,passionate,0,3,1.0
405646,passionate,0,3,1.0
36246,passionate,0,3,1.0
41546766,passionate,0,3,1.0
41479193,passionate,0,3,1.0
63829,passionate,0,3,1.0
553069,passionate,0,3,1.0
92380,passionate,0,3,1.0
26394,passionate,0,3,1.0
673194,passionate,0,3,1.0
610017,passionate,0,3,1.0
47482811,passionate,0,3,1.0
47295408,passionate,0,3,1.0
47022736,passionate,0,3,1.0
27037154,passionate,0,3,1.0
5705313,passionate,0,3,1.0
5658448,passionate,0,3,1.0
4822554,passionate,0,3,1.0
46006366,passionate,0,3,1.0
566890,passionate,0,3,1.0
663108,passionate,0,3,1.0
5491099,passionate,0,3,1.0
74032,passionate,0,3,1.0
262705,passionate,0,3,1.0
9328,passionate,0,3,1.0
183253,passionate,0,3,1.0
191187,passionate,0,3,1.0
4368223,passionate,0,3,1.0
20177084,passionate,0,3,1.0
17034546,passionate,0,3,1.0
2295007,passionate,0,3,1.0
1710818,passionate,0,3,1.0
16774844,passionate,0,3,1.0
93673,passionate,0,3,1.0
151780,passionate,0,3,1.0
72592619,passionate,0,3,1.0
9406041,passionate,0,3,1.0
245392,passionate,0,3,1.0
6705392,passionate,0,3,1.0
34698742,passionate,0,3,1.0
2181361,passionate,0,3,1.0
2189864,passionate,0,3,1.0
4659750,passionate,0,3,1.0
4118894,passionate,0,3,1.0
9320347,passionate,0,3,1.0
17190988,passionate,0,3,1.0
36940384,passionate,0,3,1.0
26369,passionate,0,3,1.0
138885,passionate,0,3,1.0
72592614,passionate,0,3,1.0
684493,passionate,0,3,1.0
216535,passionate,0,3,1.0
1600502,passionate,0,3,1.0
1475235,passionate,0,3,1.0
54997,passionate,0,3,1.0
148998,passionate,0,3,1.0
631344,passionate,0,3,1.0
39046826,passionate,0,3,1.0
308966,passionate,0,3,1.0
14145383,passionate,0,3,1.0
1749573,passionate,0,3,1.0
811091,passionate,0,3,1.0
21717276,passionate,0,3,1.0
60291912,passionate,0,3,1.0
25821,passionate,0,3,1.0
496916,passionate,0,3,1.0
14583112,passionate,0,3,1.0
246565,passionate,0,3,1.0
12453,passionate,0,3,1.0
628607,passionate,0,3,1.0
2139933,passionate,0,3,1.0
10069167,passionate,0,3,1.0
31789548,passionate,0,3,1.0
171201,passionate,0,3,1.0
21243485,passionate,0,3,1.0
13038973,passionate,0,3,1.0
16514707,passionate,0,3,1.0
3047737,passionate,0,3,1.0
986060,passionate,0,3,1.0
10590467,passionate,0,3,1.0
10435697,passionate,0,3,1.0
277100,passionate,0,3,1.0
10137391,passionate,0,3,1.0
198185,passionate,0,3,1.0
18992164,passionate,0,3,1.0
308971,passionate,0,3,1.0
1229790,passionate,0,3,1.0
9060176,passionate,0,3,1.0
16514705,passionate,0,3,1.0
44972230,passionate,1,2,0.6666666666666666
32762,passionate,1,2,0.6666666666666666
39089635,passionate,1,2,0.6666666666666666
4822542,passionate,1,2,0.6666666666666666
301351,passionate,1,2,0.6666666666666666
17500196,passionate,1,2,0.6666666666666666
12414252,passionate,1,2,0.6666666666666666
1721,passionate,1,2,0.6666666666666666
168403,passionate,1,2,0.6666666666666666
14582924,passionate,1,2,0.6666666666666666
14583114,passionate,1,2,0.6666666666666666
42141193,passionate,1,2,0.6666666666666666
12966919,passionate,1,2,0.6666666666666666
43525,passionate,1,2,0.6666666666666666
24095,passionate,1,2,0.6666666666666666
3395196,passionate,1,2,0.6666666666666666
42410701,passionate,1,2,0.6666666666666666
41883368,passionate,1,2,0.6666666666666666
21388706,passionate,1,2,0.6666666666666666
10902024,passionate,1,2,0.6666666666666666
8457,passionate,1,2,0.6666666666666666
42997053,passionate,1,2,0.6666666666666666
45411766,passionate,1,2,0.6666666666666666
43135286,passionate,1,2,0.6666666666666666
471634,passionate,1,2,0.6666666666666666
370843,passionate,1,2,0.6666666666666666
43249523,passionate,1,2,0.6666666666666666
14490440,passionate,1,2,0.6666666666666666
45541232,passionate,1,2,0.6666666666666666
47022745,passionate,1,2,0.6666666666666666
45415095,passionate,1,2,0.6666666666666666
51264569,passionate,1,2,0.6666666666666666
51516489,passionate,1,2,0.6666666666666666
10637488,passionate,1,2,0.6666666666666666
672703,passionate,1,2,0.6666666666666666
4353371,passionate,1,2,0.6666666666666666
689072,passionate,1,2,0.6666666666666666
696101,passionate,1,2,0.6666666666666666
718750,passionate,1,2,0.6666666666666666
10270285,passionate,1,2,0.6666666666666666
366270,passionate,1,2,0.6666666666666666
57175578,passionate,1,2,0.6666666666666666
57175584,passionate,1,2,0.6666666666666666
57175586,passionate,1,2,0.6666666666666666
57175588,passionate,1,2,0.6666666666666666
57175589,passionate,1,2,0.6666666666666666
57175590,passionate,1,2,0.6666666666666666
57175591,passionate,1,2,0.6666666666666666
57175592,passionate,1,2,0.6666666666666666
26796,passionate,1,2,0.6666666666666666
54719,passionate,1,2,0.6666666666666666
30214783,passionate,1,2,0.6666666666666666
809617,passionate,1,2,0.6666666666666666
58464541,passionate,1,2,0.6666666666666666
110219,passionate,1,2,0.6666666666666666
6687686,passionate,1,2,0.6666666666666666
1105,passionate,1,2,0.6666666666666666
6705387,passionate,1,2,0.6666666666666666
51096081,passionate,1,2,0.6666666666666666
72846694,passionate,1,2,0.6666666666666666
83785,passionate,1,2,0.6666666666666666
3616430,passionate,1,2,0.6666666666666666
5698567,passionate,1,2,0.6666666666666666
606548,passionate,1,2,0.6666666666666666
343652,passionate,1,2,0.6666666666666666
797876,passionate,1,2,0.6666666666666666
47022737,passionate,1,2,0.6666666666666666
47022738,passionate,1,2,0.6666666666666666
41125387,passionate,1,2,0.6666666666666666
47135897,passionate,1,2,0.6666666666666666
72592618,passionate,1,2,0.6666666666666666
610010,passionate,1,2,0.6666666666666666
72592615,passionate,1,2,0.6666666666666666
649769,passionate,1,2,0.6666666666666666
48801315,passionate,1,2,0.6666666666666666
49034782,passionate,1,2,0.6666666666666666
628578,passionate,1,2,0.6666666666666666
6170312,passionate,1,2,0.6666666666666666
430134,passionate,1,2,0.6666666666666666
682362,passionate,1,2,0.6666666666666666
47131170,passionate,1,2,0.6666666666666666
51096080,passionate,1,2,0.6666666666666666
492515,passionate,1,2,0.6666666666666666
4606375,passionate,1,2,0.6666666666666666
64307,passionate,1,2,0.6666666666666666
3350435,passionate,1,2,0.6666666666666666
234698,passionate,1,2,0.6666666666666666
27197752,passionate,1,2,0.6666666666666666
17370439,passionate,1,2,0.6666666666666666
669043,passionate,1,2,0.6666666666666666
147926,passionate,1,2,0.6666666666666666
19814937,passionate,1,2,0.6666666666666666
19814931,passionate,1,2,0.6666666666666666
647729,passionate,1,2,0.6666666666666666
343650,passionate,1,2,0.6666666666666666
28909015,passionate,1,2,0.6666666666666666
330792,passionate,1,2,0.6666666666666666
29456660,passionate,1,2,0.6666666666666666
32192249,passionate,1,2,0.6666666666666666
19723787,passionate,1,2,0.6666666666666666
19680704,passionate,1,2,0.6666666666666666
1707393,passionate,1,2,0.6666666666666666
354295,passionate,1,2,0.6666666666666666
496689,passionate,1,2,0.6666666666666666
2204396,passionate,1,2,0.6666666666666666
133060,passionate,1,2,0.6666666666666666
9384,passionate,1,2,0.6666666666666666
2192938,passionate,1,2,0.6666666666666666
261529,passionate,1,2,0.6666666666666666
377442,passionate,1,2,0.6666666666666666
96089,passionate,1,2,0.6666666666666666
20364779,passionate,1,2,0.6666666666666666
609724,passionate,1,2,0.6666666666666666
10814881,passionate,1,2,0.6666666666666666
15757,passionate,1,2,0.6666666666666666
19897499,passionate,1,2,0.6666666666666666
21168,passionate,2,1,0.3333333333333333
23897913,passionate,1,2,0.6666666666666666
275784,passionate,1,2,0.6666666666666666
33869,passionate,1,2,0.6666666666666666
1706660,passionate,1,2,0.6666666666666666
569340,passionate,1,2,0.6666666666666666
24321872,passionate,1,2,0.6666666666666666
647041,passionate,1,2,0.6666666666666666
24910691,passionate,1,2,0.6666666666666666
171258,passionate,1,2,0.6666666666666666
148345,passionate,1,2,0.6666666666666666
24948473,passionate,1,2,0.6666666666666666
20909980,passionate,1,2,0.6666666666666666
35746,passionate,1,2,0.6666666666666666
2169240,passionate,1,2,0.6666666666666666
2759445,passionate,1,2,0.6666666666666666
20598103,passionate,1,2,0.6666666666666666
5469873,passionate,1,2,0.6666666666666666
48943,passionate,1,2,0.6666666666666666
23640587,passionate,1,2,0.6666666666666666
296285,passionate,1,2,0.6666666666666666
28482089,passionate,1,2,0.6666666666666666
9550001,passionate,1,2,0.6666666666666666
17193891,passionate,1,2,0.6666666666666666
35482731,passionate,1,2,0.6666666666666666
35505245,passionate,1,2,0.6666666666666666
35645146,passionate,1,2,0.6666666666666666
32941963,passionate,1,2,0.6666666666666666
35139504,passionate,1,2,0.6666666666666666
436637,passionate,1,2,0.6666666666666666
287029,passionate,1,2,0.6666666666666666
202622,passionate,1,2,0.6666666666666666
444627,passionate,1,2,0.6666666666666666
36127741,passionate,1,2,0.6666666666666666
17191006,passionate,1,2,0.6666666666666666
313360,passionate,1,2,0.6666666666666666
37205234,passionate,1,2,0.6666666666666666
455146,passionate,1,2,0.6666666666666666
25786,passionate,1,2,0.6666666666666666
2286199,passionate,1,2,0.6666666666666666
16788862,passionate,1,2,0.6666666666666666
629663,passionate,1,2,0.6666666666666666
38817552,passionate,1,2,0.6666666666666666
171211,passionate,1,2,0.6666666666666666
4430505,passionate,1,2,0.6666666666666666
2513259,passionate,1,2,0.6666666666666666
15359398,passionate,1,2,0.6666666666666666
14808489,passionate,1,2,0.6666666666666666
927082,passionate,1,2,0.6666666666666666
17370705,passionate,1,2,0.6666666666666666
17945287,passionate,1,2,0.6666666666666666
33627674,passionate,1,2,0.6666666666666666
801689,passionate,1,2,0.6666666666666666
201156,passionate,1,2,0.6666666666666666
18070362,passionate,1,2,0.6666666666666666
101257,passionate,1,2,0.6666666666666666
18249313,passionate,1,2,0.6666666666666666
12152,passionate,1,2,0.6666666666666666
2083087,passionate,1,2,0.6666666666666666
34735046,passionate,1,2,0.6666666666666666
34786923,passionate,1,2,0.6666666666666666
218050,passionate,2,1,0.3333333333333333
24500449,passionate,2,1,0.3333333333333333
37717697,passionate,2,1,0.3333333333333333
2201898,passionate,2,1,0.3333333333333333
32312561,passionate,2,1,0.3333333333333333
47131156,passionate,2,1,0.3333333333333333
47096366,passionate,2,1,0.3333333333333333
580880,passionate,2,1,0.3333333333333333
280523,passionate,2,1,0.3333333333333333
47022742,passionate,2,1,0.3333333333333333
47022739,passionate,2,1,0.3333333333333333
152489,passionate,2,1,0.3333333333333333
138489,passionate,2,1,0.3333333333333333
25784395,passionate,2,1,0.3333333333333333
28036304,passionate,2,1,0.3333333333333333
835445,passionate,2,1,0.3333333333333333
5089864,passionate,2,1,0.3333333333333333
20351283,passionate,2,1,0.3333333333333333
630973,passionate,2,1,0.3333333333333333
17190980,passionate,2,1,0.3333333333333333
71192838,passionate,2,1,0.3333333333333333
29210317,passionate,2,1,0.3333333333333333
26790151,passionate,2,1,0.3333333333333333
27138357,passionate,2,1,0.3333333333333333
17040894,passionate,2,1,0.3333333333333333
19174962,passionate,2,1,0.3333333333333333
647485,passionate,2,1,0.3333333333333333
30223372,passionate,2,1,0.3333333333333333
17198338,passionate,2,1,0.3333333333333333
25800627,passionate,2,1,0.3333333333333333
609732,passionate,2,1,0.3333333333333333
68646195,passionate,2,1,0.3333333333333333
368160,passionate,2,1,0.3333333333333333
580107,passionate,2,1,0.3333333333333333
72592613,passionate,3,0,0.0
72592610,passionate,3,0,0.0
68894022,passionate,3,0,0.0
72592608,passionate,3,0,0.0
72592616,passionate,3,0,0.0
72592611,passionate,3,0,0.0
9439408,quiet,0,3,1.0
35158517,quiet,0,3,1.0
37307468,quiet,0,3,1.0
37447649,quiet,0,3,1.0
398874,quiet,0,3,1.0
37644321,quiet,0,3,1.0
4217522,quiet,0,3,1.0
4427340,quiet,0,3,1.0
37840574,quiet,0,3,1.0
138900,quiet,0,3,1.0
222116,quiet,0,3,1.0
736079,quiet,0,3,1.0
4279003,quiet,0,3,1.0
38117127,quiet,0,3,1.0
38132677,quiet,0,3,1.0
18359,quiet,0,3,1.0
