track_id,keywords,weights
43789127,queen tonight;kings;time;love;queens;others;queen;prejudices;chance;evening,1.0;0.5304459929466248;0.24987046420574188;0.22407713532447815;0.6556562781333923;0.10462373495101929;0.8458676338195801;0.11451389640569687;0.1549050211906433;0.22531761229038239
29886073,loving baby;mmm mmm;love;little girl;old way;matter;bus;baby;maine;man,0.9999999403953552;0.6178190112113953;0.895132303237915;0.44620281457901;0.263088196516037;0.28431469202041626;0.17565752565860748;0.8708273768424988;0.20783670246601105;0.3443533778190613
14666791,mind tryna;lord;demonic heat bad thoughts;empty cause;something;guilt process;soul;attitude;ghetto emergencies;words,1.0;0.6550979018211365;0.8917039036750793;0.4556712806224823;0.5937191843986511;0.6807130575180054;0.687545657157898;0.5420784950256348;0.40486589074134827;0.5854867100715637
122779,prom theme;stars;perfect night;air guitars cause;dreams;goodbye;haze;keys;girls;seperate ways,1.0;0.6674308776855469;0.8059849739074707;0.6783967018127441;0.7308379411697388;0.5746110081672668;0.513681173324585;0.4802002012729645;0.5568698048591614;0.36461883783340454
1722566,enough love;fuckin;baby;key chain rollin;feelin;shoes dope boys;happenin;money issue bitch;cool skate holes;luck,1.0;0.8757640719413757;0.698965311050415;0.6604199409484863;0.9737733602523804;0.794427752494812;0.8807767033576965;0.7829180955886841;0.6481602787971497;0.5275232195854187
36173131,mind;feet;road;trust;goodbye nothing;hometown tonight;wind;fine time;everything;light livin,1.0;0.8262514472007751;0.8633553385734558;0.7008668780326843;0.6014521718025208;0.7752014994621277;0.4289040267467499;0.43611571192741394;0.5825348496437073;0.6553070545196533
5471471,lead shower;money;mind;bitches;eiffel tower;dream martin;life;game right;power respect;mistress,0.9999999403953552;0.9607787132263184;0.9821100831031799;0.9133266806602478;0.6979014277458191;0.8769991397857666;0.9574304223060608;0.7372652292251587;0.9597964286804199;0.7461678981781006
51516492,laugh;nothing;dyin;good lie;today;hell;arms;way;red-eye;central park,1.0;0.996865451335907;0.6508424878120422;0.5679978728294373;0.4615480899810791;0.5784984827041626;0.4431345462799072;0.5396934151649475;0.3347652852535248;0.4013189375400543
39247456,hope;shelter;devotion;peace seeker;thoughts;blood;fear;consolation;glow;inspiration,1.0;0.757325291633606;0.7113158702850342;0.6291921138763428;0.6877424716949463;0.4455600082874298;0.8862269520759583;0.7654300928115845;0.47741419076919556;0.7917595505714417
61536214,taste sweeter place;place;red lips;worries;heaven;deep;way;ground;wild learning;ooh,1.0;0.9951215386390686;0.4642143249511719;0.37718382477760315;0.3815901279449463;0.14621888101100922;0.2338792085647583;0.24865175783634186;0.19520218670368195;0.25893816351890564
67943832,whoa last night;last time;perfect timing;past life;last night;thing;whoa;sadness;mine perfect;habit,1.0;0.7747734189033508;0.32660624384880066;0.46940821409225464;0.8962374925613403;0.22322425246238708;0.5134916305541992;0.18995803594589233;0.27405351400375366;0.2039949893951416
645546,feelings;perfect thing;life;fate;part baby;moment;right;heart;ooh;things,1.0;0.9894182682037354;0.9220957159996033;0.8413100838661194;0.7341313362121582;0.9272751212120056;0.7128543853759766;0.6638429760932922;0.6553841233253479;0.9334728717803955
1533362,full steam spacemachine;dress;motor clean full steam spacemachine;wheel;uranus full steam spacemachine;starboard;fun;full steam double team;telemetry hard;remorse,1.0;0.3658939003944397;0.9135832786560059;0.3521040976047516;0.857763946056366;0.3353084325790405;0.28460606932640076;0.8335537314414978;0.3191668391227722;0.2278321087360382
33456001,everything;universe;center;unnecessary wish;mind;panic;crazy cause;gravity;comfort;things,1.0;0.6488913893699646;0.39069217443466187;0.361401230096817;0.5093252062797546;0.2827550768852234;0.48674893379211426;0.23860906064510345;0.2429322600364685;0.5093790292739868
27398872,heart;love battle;end;road something;fantastic lover;places;hand;happiness;love war;ment,1.0;0.9530389308929443;0.8851082921028137;0.5420015454292297;0.44355255365371704;0.37723466753959656;0.5404348373413086;0.3860026001930237;0.6923161149024963;0.14429645240306854
46527255,white ferrari good times;life;eyelids;speeds texas speed;good time;familiar white ferrari stick;plain kept;deal;dimension;mind,1.0;0.7438770532608032;0.6048479676246643;0.5892149806022644;0.825549304485321;0.9129804968833923;0.4737898111343384;0.43397262692451477;0.4124722182750702;0.6462286710739136
788278,bay bay baby everything;breath;baby everything;way;thunder;bay bay baby;mmmm;force;fly;nature,1.0;0.40576469898223877;0.7726317048072815;0.33768394589424133;0.28284046053886414;0.8975443243980408;0.16242791712284088;0.19584092497825623;0.13735228776931763;0.19385819137096405
183610,night man;day woman;flesh;love unshown makes;nobody;show;man;power;woman;world,1.0;0.9817996025085449;0.3077872395515442;0.33256426453590393;0.2821698486804962;0.19797341525554657;0.888954758644104;0.15581907331943512;0.8639136552810669;0.22839482128620148
66417257,somebody;'cause;love;pawn;someone somebody;spite;fool;body;way;things,0.9999999403953552;0.2709512412548065;0.22173051536083221;0.16377408802509308;0.9364150762557983;0.15966445207595825;0.2614922821521759;0.09925639629364014;0.1757526397705078;0.2763814926147461
43286778,beautiful baby;smoke cloud;tryin;everything;hour;summer;place;eyes;fire;dream,1.0;0.9588760137557983;0.6370519399642944;0.5792351961135864;0.44287291169166565;0.45122864842414856;0.47326624393463135;0.5195100903511047;0.7692234516143799;0.4865700602531433
51824040,lonely shadow;steps;dice;moonlight;rain;insomnia;moon;beauty;gangs;victim,0.9999999403953552;0.3066103458404541;0.344723641872406;0.9387745261192322;0.6311472058296204;0.43580594658851624;0.565453052520752;0.36351320147514343;0.25473156571388245;0.2918831408023834
138904,day fool;first look;morning sun;goodbye fool;years fool;real good time;pain;fool;tragic scene;eyes,1.0;0.5531849265098572;0.6472284197807312;0.9188930988311768;0.961553156375885;0.5240361094474792;0.4363856017589569;0.9724133014678955;0.38520199060440063;0.5091356635093689
3750774,night;liar;sea;liar housing moon;liar sahidim moon;heart;liar site;lie;believe;words,1.0;0.7663163542747498;0.8034894466400146;0.8667460083961487;0.904612123966217;0.48835474252700806;0.7735089063644409;0.3256363570690155;0.3615615665912628;0.2888174057006836
238016,halloween;poles little dead;halloween dead cats;bonfires;skeletal life;halloween brown-leafed vertigo;bright pumpkin;anything;day;graves,1.0;0.3251185715198517;0.8055271506309509;0.3230905830860138;0.1687200963497162;0.7960026264190674;0.34369707107543945;0.10850904881954193;0.21015049517154694;0.1516343653202057
26593880,different way;snow;time dejavu;tenderness;dumb notes;dreams;chorus;thousands;way;hands,1.0;0.9823970198631287;0.9492399096488953;0.6591461300849915;0.49048829078674316;0.7555379867553711;0.6138683557510376;0.42177465558052063;0.9828947186470032;0.5615803003311157
9976326,something;world;yeah call;people;night;dream;honey;week;edge;net,1.0;0.863585352897644;0.6455469131469727;0.7384943962097168;0.5990325808525085;0.5011119842529297;0.32758569717407227;0.4324665069580078;0.3916679322719574;0.31935980916023254
28850722,dead d-d-dead;head brotha;morning;bounds;sound;dead dead;devil;air;gun;d-d d-d-d-d,0.9999999403953552;0.1312623769044876;0.15648651123046875;0.018492944538593292;0.028602952137589455;0.9999999403953552;0.05425232648849487;0.04654797911643982;0.1042741984128952;-0.03254764527082443
2470906,line;tomorrow;father lion heart;brown leaves;own design;time;tireless hunger;poetry nobody;cooling wind;eyes,1.0;0.9159542918205261;0.7462327480316162;0.4435117244720459;0.6534225344657898;0.5685010552406311;0.5250913500785828;0.6346457004547119;0.5437718033790588;0.6002363562583923
474912,long visions;feelings;self destruction;souls;dreams;visions;long controlling;greed;screams,1.0;0.9424896836280823;0.8593405485153198;0.7381720542907715;0.785551130771637;0.8248196840286255;0.5934746265411377;0.6663210988044739;0.5885028839111328
65521276,yeah;butt lift;nigga;ysl bandana;daddy;stunna man;richard mille;trap comin;saudi arabia money;bowen homes,1.0;0.2577582597732544;0.7661876082420349;0.55560702085495;0.5554517507553101;0.4591979682445526;0.26588770747184753;0.45705458521842957;0.35907047986984253;0.31852081418037415
37281746,deep blue sea;miss honey let;cage;little lover attempt;baby;flames;name;lady;peace;bottom,1.0;0.9237886667251587;0.6389557123184204;0.9929210543632507;0.6876529455184937;0.6048277616500854;0.6461926698684692;0.7126073837280273;0.27333733439445496;0.8168388605117798
7605269,drunk today;mom;fog;degrees;unearthly words;glance;night;thoughts;bottom;today,1.0;0.7460212707519531;0.7786676287651062;0.551994264125824;0.42556464672088623;0.49213626980781555;0.447692334651947;0.46805617213249207;0.3013524115085602;0.37063655257225037
20479655,fame;pain fame fame;insane fame fame;fame fame;hollow fame fame;limo fame;tomorrow fame;crime fame;babe;name,1.0;0.9403662085533142;0.9242339134216309;1.0;0.944159746170044;0.814306378364563;0.8034514784812927;0.7873398065567017;0.16518132388591766;0.03269605711102486
65323606,love;trouble;times;tired meet;silence;light;bodies;entwine;common ground;world,1.0;0.8765015006065369;0.47941824793815613;0.589179515838623;0.3108792006969452;0.346851646900177;0.3213665783405304;0.25847187638282776;0.3347457945346832;0.27677062153816223
49964404,dust;heart;words;life swears;grave anyone;wind;defective thoughts stranger;full value;world;focus,1.0;0.940818190574646;0.9769048690795898;0.8381221294403076;0.6821954846382141;0.917951226234436;0.8516523838043213;0.4909660518169403;0.38551202416419983;0.4359617531299591
35438124,last motherfucker breathin;busta free enemies;jail gettin;war play fuck friends;automatic rounds;fag ass niggas;nigga;westside bustin;motherfuckers;reason,1.0;0.7039342522621155;0.7862862944602966;0.7463786602020264;0.46698224544525146;0.8001545071601868;0.9405310750007629;0.6256869435310364;0.8352840542793274;0.34862107038497925
630483,baby;lonely nights;eyes;god;trust;nothing;last love;words;way;heaven,1.0;0.4120039939880371;0.5895765423774719;0.4214923679828644;0.24584725499153137;0.19699960947036743;0.4722597897052765;0.25055044889450073;0.2795236110687256;0.45560380816459656
333427,mistresses cold wives;face;teeth steel toe caps;phone;sunday papers city boys;flan;window;cops;ways;wolf,1.0;0.8813005089759827;0.9023977518081665;0.7377985715866089;0.8341992497444153;0.6867519617080688;0.5639570355415344;0.6755595207214355;0.5416699051856995;0.4977794587612152
16201635,friend 'cause;day kinda;door;problems;little time;summer memory;lonely stars;last thing;dog;place,1.0;0.8098334074020386;0.613871693611145;0.2406190037727356;0.36136898398399353;0.3783911466598511;0.30024826526641846;0.5929440855979919;0.31107091903686523;0.2430262565612793
122592,love;little time;pain;lonely life;show;lines;feels;much love;mountain;shoulders,1.0;0.36145874857902527;0.3030955195426941;0.5448094010353088;0.13467225432395935;0.11540745943784714;0.2707454562187195;0.8887766599655151;0.12404512614011765;0.226419135928154
17887632,ural biker blues;stroller;love;jew;rainy october afternoon;drink;dust club;harley davidson;guitar;brother,1.0;0.9753943085670471;0.804488480091095;0.758429229259491;0.7259558439254761;0.7551823854446411;0.6718213558197021;0.6848664879798889;0.6748586893081665;0.660548746585846
6679100,grip night time;stormy weather hope;steady walking;heart;truth;fun;eyes;white;stormy weather;trip,1.0;0.9802908301353455;0.7361646890640259;0.6244378089904785;0.62199467420578;0.5614302158355713;0.7025031447410583;0.43423742055892944;0.8939669728279114;0.6615793704986572
59459176,mind;dive;pain;feeling;salt;end;ocean;senses;wounds;whenever,1.0;0.9227322936058044;0.7307131290435791;0.7173014283180237;0.39687591791152954;0.44922518730163574;0.8847541213035583;0.8048666715621948;0.7005806565284729;0.33494916558265686
3571448,lamb knees;eyes;time;kiss believe;pride;condition known ooofff ooofff chillies;difficult shoot;walls;filtration press;oil,1.0;0.8318241238594055;0.7250943779945374;0.7190573215484619;0.551678478717804;0.6020405292510986;0.4414130747318268;0.3876015245914459;0.3926857113838196;0.40823450684547424
223032,eyes;good night;people;fuck;bit;lights;room;phone;bars;everything,1.0;0.7947007417678833;0.6511414647102356;0.5076184272766113;0.5846401453018188;0.8626686930656433;0.551458477973938;0.4325619339942932;0.5212204456329346;0.43341612815856934
20723130,ooh;long everything;same town tryna;something new broken picture frame;got;life;heaven;view;tryna;same things,0.9999999403953552;0.5542615652084351;0.23092584311962128;0.2869221270084381;0.1593162566423416;0.1455247551202774;0.2376178354024887;0.16642379760742188;0.1800657957792282;0.3239266276359558
52794219,first time;potion;births;tender;blue;garden;fire;love;hooligan;dance,1.0;0.7004063129425049;0.7986897826194763;0.6405596137046814;0.47855982184410095;0.6565333008766174;0.6914570927619934;0.8025814294815063;0.6131227612495422;0.6225343346595764
923179,way;nothing;friend;world;october;end;emotion;changes;only solution;summer,1.0;0.9615311622619629;0.9086647629737854;0.757297694683075;0.707001268863678;0.970539391040802;0.3414822816848755;0.3191242814064026;0.5934872031211853;0.5910590291023254
795836,spades;shape;heart;money;swords;diamonds;war;art;clubs;king,1.0;0.8541713953018188;0.8072943091392517;0.6395984292030334;0.8222815990447998;0.8438471555709839;0.4639129936695099;0.4648224115371704;0.5368366837501526;0.41392987966537476
5658461,things;head;runnin;enough;shame;line;sun;nobody;wan;mind daddy,1.0;0.42302319407463074;0.605737030506134;0.166921928524971;0.07945378869771957;0.09870872646570206;0.10313259065151215;0.21874146163463593;0.1626579761505127;0.31009384989738464
39955245,blood;someone;walls;anxious afraid;chill;somebody;nothing;medicine;phone;way,1.0;0.6794573068618774;0.41977789998054504;0.28212758898735046;0.26545172929763794;0.7943898439407349;0.40094947814941406;0.31600263714790344;0.27598148584365845;0.1974988430738449
545649,bit;outs;pleasure moments;paper word;eyes;ooh;takeover;busy streets;crop circles;trains,1.0;0.5565962791442871;0.5483404397964478;0.5557608008384705;0.45695269107818604;0.4570070803165436;0.29859796166419983;0.3944244086742401;0.390465646982193;0.39070847630500793
29241934,stomach leg;plywood booth;suspicion;faithful dog;whip;everyone;nerves;thing;swearing;stumps,1.0;0.7114576697349548;0.6575847268104553;0.7579578757286072;0.7021716833114624;0.594588577747345;0.7435441613197327;0.5951825380325317;0.5610145926475525;0.7669519186019897
26676903,care;broken glass;love;world;wrong notes sleepless folks;cheap threat;mouth;early morning windows;bad memory;dead arms,1.0;0.46243274211883545;0.6108717322349548;0.44778603315353394;0.43332377076148987;0.3608509600162506;0.5000464916229248;0.37271326780319214;0.35703977942466736;0.35580846667289734
41249162,doorway passerby;everything;coat;area;longing;beer;sveti;night;house;someone,1.0;0.8950472474098206;0.7648317217826843;0.7855482697486877;0.750263512134552;0.7015576362609863;0.6836701035499573;0.7158651947975159;0.6953415870666504;0.8828312158584595
58114,anyone;love;fun;days;obscure remains;friends;telephone nobody;livin;home;cure,1.0;0.8746659755706787;0.8095476627349854;0.6007699370384216;0.4754496216773987;0.787257730960846;0.8185396194458008;0.6394420862197876;0.39265167713165283;0.5084891319274902
3685029,comin;name;everyone;home;open roads;lie;promise;mine;time;chasin,1.0;0.8358449935913086;0.7570408582687378;0.8106225728988647;0.4821194112300873;0.5886588096618652;0.5834857225418091;0.5466627478599548;0.6195277571678162;0.7119224667549133
28814000,angel;god;stars;sky;sunshine;death;earth;view;clouds;life,1.0;0.8502048850059509;0.3885914981365204;0.9828956723213196;0.3783908486366272;0.3262926936149597;0.6164509654045105;0.3647741973400116;0.7409201264381409;0.2791268825531006
418016,monster;skin;secret side;dream;soul;somebody;halls;rage;escape;lock,1.0;0.4084649980068207;0.24104684591293335;0.24634568393230438;0.2416708618402481;0.19178573787212372;0.13225163519382477;0.2546581029891968;0.20342975854873657;0.2033008337020874
511768,streets lock;original pirate material yer;last weeks big garage night;lights dizzy new heights;black smoke weed;show cos life;man;club track;corner yer mother;gold teeth,1.0;0.9436729550361633;0.79878830909729;0.6503114104270935;0.6308286786079407;0.5641595125198364;0.5546140670776367;0.602694571018219;0.9023710489273071;0.5117754936218262
58611076,daylight crimson;pinky;night;brow;shoreline;own sadness;nails;paint;candle;shape,1.0;0.5790259838104248;0.6683836579322815;0.2937728762626648;0.283280611038208;0.29542210698127747;0.2369711846113205;0.26100513339042664;0.32333406805992126;0.24782060086727142
2285646,bang bang bang;love;real keeper;new boy;time;thats mopin;swagger;air;whoaa whoaa ohh;mopin,1.0;0.40107977390289307;0.08613728731870651;0.27350857853889465;0.2145700752735138;0.21470090746879578;0.22551856935024261;0.10986559092998505;0.11218894273042679;0.18321554362773895
17887578,car number;frightened cards;route course bikes;bed;end;suitcase;name;friends;poems;vodka,1.0;0.8684642314910889;0.8855481147766113;0.7993545532226562;0.7371825575828552;0.8903033137321472;0.7690145969390869;0.6578680872917175;0.7038938999176025;0.5672749280929565
2285653,golden cobra holdin;gold;nothin;stupid shit;hell;players playin;versatile verses;blind free;smile;hollywood,1.0;0.8413693904876709;0.4290623664855957;0.36087822914123535;0.3231193721294403;0.3394196927547455;0.1839711219072342;0.16393913328647614;0.1850927174091339;0.2672884464263916
56862662,lonely ones;little cry;life;lines piece;music;hands;paper-thin glass;night;lonely ones 'cause;gas step,1.0;0.6386950612068176;0.4165008068084717;0.276587575674057;0.2523864507675171;0.2525743544101715;0.17889446020126343;0.24300675094127655;0.9221333861351013;0.1803990602493286
10186,toes love;end 'cause;baby;mind;wind;way;things;got;love;fingers,1.0;0.9556650519371033;0.8984065651893616;0.8604623675346375;0.539918839931488;0.7218493223190308;0.6427217721939087;0.32790687680244446;0.8894578814506531;0.6291688680648804
31428574,free cause;everybody;front;funk;mood;yeah;day;baby;single thing;sun,0.9999999403953552;0.6333025693893433;0.3223598897457123;0.2325441837310791;0.2880481779575348;0.356511652469635;0.22473224997520447;0.24522942304611206;0.4290301501750946;0.14833927154541016
24827093,ooo ooo ooo ooo;road;night;matter;wild horses;number cos;ocean;yeah;game;hope,1.0;0.4285900890827179;0.36373597383499146;0.30905288457870483;0.3338214159011841;0.11386601626873016;0.13595671951770782;0.32533812522888184;0.20427659153938293;0.11324629932641983
23811592,home;little whiskey;life;cause;tonight;rescue;cash;fine;roll;hotel bar,1.0;0.41799241304397583;0.35968372225761414;0.18299278616905212;0.25275829434394836;0.23853778839111328;0.2876312732696533;0.10784735530614853;0.15919293463230133;0.2985343933105469
797577,heart;tender august night;christmas joy;autumn breeze;harvest moon;new year;april rain;ordinary day;song;southern skies,1.0;0.8551092743873596;0.6868556141853333;0.7261713147163391;0.6562786102294922;0.5714864134788513;0.7152677774429321;0.606317400932312;0.49488937854766846;0.5659986734390259
6676024,ooh;last time;enough long;something;enough light;feeling;mind,1.0;0.14000432193279266;0.411739706993103;0.3035459518432617;0.47624894976615906;0.29295727610588074;0.21227459609508514
652617,love;baby;eyes;soul;rest;life;hope;heart;night;anything,1.0;0.5270966291427612;0.43546736240386963;0.5867997407913208;0.34706154465675354;0.39950141310691833;0.33378222584724426;0.5527642369270325;0.28757771849632263;0.2047642320394516
66854692,love drunk;guitar;hut;good actress;home empty bottles;something;morning;dirty glasses;new song;space life,1.0;0.4832133948802948;0.4866343140602112;0.4037186801433563;0.4829868674278259;0.33720746636390686;0.3593972325325012;0.42787742614746094;0.35280144214630127;0.2721168100833893
23897907,esmeralda belle;eyes;love flower;gypsy dress;man;altar;notre dame;fingers;original sin;esmeralda esmeralda,1.0;0.8941252827644348;0.9051743745803833;0.832156777381897;0.6936893463134766;0.6263759732246399;0.5854150056838989;0.662043035030365;0.5985273718833923;0.9878560900688171
46840,seas;goodbye;distant dream;sun;time;horizon;countries;ships;light;windows,1.0;0.859916090965271;0.680245041847229;0.7238712310791016;0.5782210826873779;0.7187827825546265;0.5851256847381592;0.8713773488998413;0.5859838724136353;0.493348628282547
631617,summer breeze;rain;clothes;north east wind;stone;ocean;weather suits;sun;thru;backing,1.0;0.8328372836112976;0.6828957796096802;0.9669749736785889;0.4938749372959137;0.5756229162216187;0.9312195181846619;0.715363621711731;0.26895421743392944;0.44204044342041016
25969566,pies pies thursday nights;sisters house last sunday;honey brown hair;day;big blue eyes;bombs;care cause;italian girl;picture;jesus,1.0;0.5717583894729614;0.4293217957019806;0.40412163734436035;0.41526517271995544;0.3136866092681885;0.3161848187446594;0.3363569676876068;0.32589876651763916;0.2687589228153229
47683288,start;superheroes;search;way;heart;yeah running;endless daydreams;days;singing songs;corner,1.0;0.3031676113605499;0.24657277762889862;0.4648662209510803;0.33308136463165283;0.32982137799263;0.3678593635559082;0.3025795519351959;0.3970344662666321;0.37282752990722656
3587452,lonely dancing;empty room;quiet lullaby;heart;girl;loneliness;loveless night;shell;ghost;place,1.0;0.8062887787818909;0.9964014291763306;0.6525816321372986;0.6735295057296753;0.8455268740653992;0.6588075757026672;0.41151517629623413;0.6514391899108887;0.43776246905326843
43403851,oh-oh rain;skin;oh-oh shit;town oh-oh-oh;yeah oh-oh-oh;oh-oh sunlight;love;darling;tears;people,1.0;0.47709205746650696;0.5274484157562256;0.3384072780609131;0.4942455291748047;0.7223569750785828;0.4653967022895813;0.27112725377082825;0.47911956906318665;0.2770548164844513
45298568,stars;ours tonight;nothing;destiny;one;world;mountains;hands;secret;mine nothing,1.0;0.7232174277305603;0.5143142342567444;0.417972594499588;0.27641162276268005;0.43607115745544434;0.445631206035614;0.5618951320648193;0.4632715582847595;0.6583499908447266
16025896,joy;fate;taxi;miracle;spirit;happiness;weariness;will;evening start;fast aah-aah na-nanana-na,1.0;0.8803929686546326;0.6775462031364441;0.8103638887405396;0.7953254580497742;0.9931148290634155;0.8408961892127991;0.39649543166160583;0.7400048971176147;0.4609471559524536
63395,own way home;america;life;town;jesus christ;advantage;hell;everything;body;folks,1.0;0.9779379367828369;0.8618229031562805;0.6151774525642395;0.6075639128684998;0.47133299708366394;0.42683908343315125;0.4584820866584778;0.5327807664871216;0.3545030951499939
59364913,fine everything;battle cry fingers;eyes;fine fingers;smoke;fine fine;sweat fillin;flesh;friend;got,1.0;0.5383970737457275;0.5740612149238586;0.8672360181808472;0.414115846157074;0.946273684501648;0.42861589789390564;0.47571662068367004;0.2425154745578766;0.2724834382534027
24014838,revolt;love;maze;pain;drones;distant thunder taste earth;toxic jungle truth;homes;strength;impossible oppression,0.9999999403953552;0.3902345299720764;0.32968783378601074;0.5235691070556641;0.37716856598854065;0.46531379222869873;0.444277822971344;0.255291223526001;0.39550337195396423;0.4555014967918396
35162023,twisted everybody;world;mother;damn;brothers;crazy everybody;something;trouble;sister;quitter,1.0;0.41113904118537903;0.29180413484573364;0.1563757210969925;0.24866247177124023;0.7909287810325623;0.3513525724411011;0.1733381152153015;0.27869564294815063;0.19824938476085663
24301533,shadows;heart;everytime;careless ways;morning;time;dream;night;mind;lazy days,1.0;0.9691574573516846;0.7243518233299255;0.5730996131896973;0.5928804278373718;0.4092435836791992;0.5599403381347656;0.687747061252594;0.5945237278938293;0.5589618682861328
215436,good-bye;love;show;part;world;lights;lonely star;award;clown wish;bow,1.0;0.8026496171951294;0.3667801320552826;0.17781594395637512;0.2965565025806427;0.25162625312805176;0.488770455121994;0.12734726071357727;0.41535115242004395;0.3020623028278351
46174148,danger 'cause;ghost;love;eyes;shade;others;death;water;gon;old grip,1.0;0.9086562395095825;0.9365360140800476;0.8378639221191406;0.7276685237884521;0.5687403082847595;0.6895390748977661;0.5777159929275513;0.5162084698677063;0.5507732033729553
17887627,rivers;food;balloon airy;steppes;suitcase;fields;mountains;fleeting romance;way;weather,1.0;0.8362153172492981;0.5678693056106567;0.9274235963821411;0.5140895247459412;0.675288200378418;0.9528900980949402;0.5018730759620667;0.4558023512363434;0.3995806872844696
31001073,woman;gloom;heaven;love;nothing;pain kings;game;whispers;cold queen;moon,1.0;0.648564338684082;0.6937790513038635;0.6682755351066589;0.48625949025154114;0.6582822799682617;0.4998505711555481;0.5890660285949707;0.5390319228172302;0.5761035680770874
333432,dead body someone;wash;dead body something;bone man;dead body;daughter;monster;horses;something;may,1.0;0.36776065826416016;0.9897429347038269;0.43349918723106384;0.9196051359176636;0.3635467290878296;0.36852940917015076;0.2975282669067383;0.4239291846752167;0.06626664102077484
333426,moon;ark;shooting stars;moon sail;president;moonbeams;flood,1.0;0.4211326837539673;0.4676198363304138;0.9208028316497803;0.2837684154510498;0.22422458231449127;0.3459603786468506
670930,microphone wrecker;flow gettin;titanic rhymes;bbc radioactive waves;urban organic mic mechanic superhuman;hole countries;pretty tony tender;crew blow;fine wine;high voltage,0.9999999403953552;0.9149541258811951;0.8409637212753296;0.7598327994346619;0.8120187520980835;0.6968338489532471;0.5627397894859314;0.7137193083763123;0.5023089051246643;0.641630232334137
73364731,trouble nothing;everything shes;king drinks;dangerous thing;nothing;money;soulmate;rings;trouble shes;spiders feeding,1.0;0.7374110817909241;0.38603875041007996;0.5572603940963745;0.7810450792312622;0.3687608242034912;0.3530536890029907;0.2380835860967636;0.6908655166625977;0.24595417082309723
32038188,bright feeling;hysterics;max;love;pain;life experience;oxytocin;kind;tears;last control shot,1.0;0.7956967949867249;0.6623208522796631;0.7287867069244385;0.8238620758056641;0.731421709060669;0.721502959728241;0.6044319868087769;0.7539604306221008;0.4842461943626404
41753535,somebody;surface;heart;balance;part;someone;race;bone;cards;bit,1.0;0.749321460723877;0.45276474952697754;0.3589121401309967;0.4267177879810333;0.9665625691413879;0.21596944332122803;0.4022423326969147;0.17685718834400177;0.4097387492656708
35170143,veins;'cause;whip;martyrdom everybody;lip letter;top;adrenaline;dangerous everybody circling;slip;man everybody,1.0;0.8937342762947083;0.7135554552078247;0.797605037689209;0.8596032857894897;0.5233424305915833;0.9657905101776123;0.7374551892280579;0.48360562324523926;0.8962438702583313
25854591,warm wind;dust;short years;lunar light;monotonous series;moonlight;wind fly;distant countries;ocean;broken dreams,1.0;0.9534139037132263;0.5665032863616943;0.589009702205658;0.4848743677139282;0.567527711391449;0.8683304786682129;0.36995601654052734;0.3312883973121643;0.40876826643943787
138905,road;perverted fear;belief way;hell;smile;technological breakdown;water;bells;mobile freeway;joy,1.0;0.7623398900032043;0.8230984807014465;0.7718600630760193;0.6050562858581543;0.5114721655845642;0.45943403244018555;0.5838608741760254;0.7182791233062744;0.5739740133285522
48591476,albums;thousands;photos;eyes;virus;love;times;meaningless search;cracks;nobody,1.0;0.8315759301185608;0.978286623954773;0.6734869480133057;0.5449948906898499;0.557906985282898;0.5777415633201599;0.6584623456001282;0.4630085825920105;0.5305638909339905
63093543,hands;day;everything;fall;kisses;rubles;wet crossings;appearance;hey;words,1.0;0.7606391310691833;0.8294884562492371;0.9140255451202393;0.6656379103660583;0.4301812946796417;0.3973692059516907;0.42833393812179565;0.3299364149570465;0.5261592268943787
654306,jive 'cause;rules;lot;home life;day;wreck;sense;neck;relief;powers,1.0;0.846130907535553;0.7653153538703918;0.4231179356575012;0.4997827112674713;0.3834903836250305;0.5377470254898071;0.44816863536834717;0.27670592069625854;0.3949175477027893
14442663,fight everything;something;show;way;everything hiding;broken spirit;screams;love;everything;mind,1.0;0.7390090823173523;0.478348970413208;0.4765699505805969;0.798900842666626;0.42391669750213623;0.4428810477256775;0.4356774389743805;0.830193281173706;0.4782620072364807
69733592,mind;alright believe;crazy shit;hurt;night;weight;way;dirt;liar;work,1.0;0.7203482985496521;0.49431660771369934;0.4832770526409149;0.3738478124141693;0.46654045581817627;0.3815267086029053;0.3292994499206543;0.3616943955421448;0.2239713817834854
69290958,light infinite glory;edge;fields;heartless hawks;staircase;oiled pictures;hope;loss;end;love,1.0;0.9722349047660828;0.6428524255752563;0.7321917414665222;0.7809481620788574;0.6218828558921814;0.8057344555854797;0.4775643050670624;0.813575029373169;0.5660567283630371
4034040,day escape;world;escape;day;sun;work;morning;eyes;life;rain,1.0;0.6101956963539124;0.8086375594139099;0.6246965527534485;0.38257402181625366;0.3092987835407257;0.3834967613220215;0.23166204988956451;0.3506622314453125;0.29029640555381775
41594,end;world;miracle;urgency;course;time;sense;something;world proclaim eternal victory;history,1.0;0.39463144540786743;0.3171151578426361;0.34223154187202454;0.3041309714317322;0.4487937390804291;0.32854270935058594;0.2619170844554901;0.5481076240539551;0.20260702073574066
687844,mouth;things;mel brooks movie today;cause;everyone;imagination;intentions change;side;nothing;bad vibrations,1.0;0.900115430355072;0.561733603477478;0.4485899806022644;0.6318647265434265;0.4609385132789612;0.6279421448707581;0.432435005903244;0.8142756819725037;0.5935314297676086
