ym_track_id,ym_album_id,track_title,artist_name,cover_url,ym_genre,year,emotions_maybe,audio_path,lyrics_path,cover_path,deezer_genres,artist_country,artist_sex,artist_year,emotions
1198925,131672,Santa Claus Is Coming To Town,Nat King Cole,avatars.yandex.net/get-music-content/63210/e88cb58c.a.131672-1/1000x1000,,2009.0,happy,data/audios/1198925.mp3,,data/covers/1198925:1000x1000.jpg,Jazz,,,,
88268,2229052,Winter,The Fall,avatars.yandex.net/get-music-content/41288/d6ddfe2e.a.2229052-1/1000x1000,newwave,2008.0,happy,data/audios/88268.mp3,,data/covers/88268:1000x1000.jpg,Pop,,,,
1710732,3369431,С первого по тринадцатое,Несчастный Случай,avatars.yandex.net/get-music-content/119639/5b44f996.a.3369431-2/1000x1000,rusrock,2013.0,happy,data/audios/1710732.mp3,,data/covers/1710732:1000x1000.jpg,Pop,,,,happy
3567302,3778250,The Sound of Winter,Bush,avatars.yandex.net/get-music-content/49876/21b93845.a.3778250-1/1000x1000,rock,2016.0,happy,data/audios/3567302.mp3,,data/covers/3567302:1000x1000.jpg,Rock,,,,
6831472,730912,Spanish Winter,Gnac,avatars.yandex.net/get-music-content/34131/0920d75b.a.730912-1/1000x1000,soundtrack,2006.0,happy,data/audios/6831472.mp3,,data/covers/6831472:1000x1000.jpg,Alternative|Indie Pop|Indie Rock|Pop|Rock|Films/Games|Film Scores,,,,
2781588,298441,Зима,АукцЫон,avatars.yandex.net/get-music-content/38044/edca5bb6.a.298441-3/1000x1000,rusrock,1991.0,happy,data/audios/2781588.mp3,data/lyrics/2781588.txt,data/covers/2781588:1000x1000.jpg,Rock,,,,happy
767385,11542190,Winter Moon,Stan Getz,avatars.yandex.net/get-music-content/2424959/d58d968a.a.11542190-1/1000x1000,jazz,2020.0,happy,data/audios/767385.mp3,,data/covers/767385:1000x1000.jpg,Classical|Jazz,,,,
1599117,7091170,Santa Baby,The Pussycat Dolls,avatars.yandex.net/get-music-content/193823/76fabbc7.a.7091170-1/1000x1000,pop,2005.0,happy,data/audios/1599117.mp3,data/lyrics/1599117.txt,data/covers/1599117:1000x1000.jpg,Pop,,,,happy
7049113,749333,Хаитура (Новогодняя коляда),Zdob si Zdub,avatars.yandex.net/get-music-content/63210/b3e1aa1b.a.749333-1/1000x1000,folkrock,1999.0,happy,data/audios/7049113.mp3,,data/covers/7049113:1000x1000.jpg,Alternative,,,,
2193089,217057,Зима,19:84,avatars.yandex.net/get-music-content/41288/2032af65.a.217057-1/1000x1000,local-indie,2010.0,happy,data/audios/2193089.mp3,,data/covers/2193089:1000x1000.jpg,Alternative|Indie Rock|Rock,,,,
25949,2194,Winter World Of Love,Engelbert Humperdinck,avatars.yandex.net/get-music-content/33216/b908e123.a.2194-1/1000x1000,pop,2007.0,happy,data/audios/25949.mp3,data/lyrics/25949.txt,data/covers/25949:1000x1000.jpg,Pop,,,,
1704731,168831,Зима,Александр Пушной,avatars.yandex.net/get-music-content/42108/7013b03c.a.168831-1/1000x1000,rusrock,2008.0,happy,data/audios/1704731.mp3,,data/covers/1704731:1000x1000.jpg,Rock,,,,
50461,5643575,Winter Melody,Donna Summer,avatars.yandex.net/get-music-content/163479/ffd87ad9.a.5643575-1/1000x1000,disco,1976.0,happy,data/audios/50461.mp3,data/lyrics/50461.txt,data/covers/50461:1000x1000.jpg,Disco,,,,
2813024,302885,Зима,Optimystica Orchestra,avatars.yandex.net/get-music-content/193823/7fb4c439.a.302885-2/1000x1000,jazz,2005.0,happy,data/audios/2813024.mp3,,data/covers/2813024:1000x1000.jpg,Pop,,,,
2774909,298151,The Thin Ice,Pink Floyd,avatars.yandex.net/get-music-content/33216/8654a3d6.a.298151-1/1000x1000,prog,2011.0,happy,data/audios/2774909.mp3,data/lyrics/2774909.txt,data/covers/2774909:1000x1000.jpg,Rock,,,,
211542,21574,Winter,Tori Amos,avatars.yandex.net/get-music-content/28589/674f29fe.a.21574-1/1000x1000,pop,2006.0,happy,data/audios/211542.mp3,data/lyrics/211542.txt,data/covers/211542:1000x1000.jpg,Pop,,,,
215892,22016,Frozen,Madonna,avatars.yandex.net/get-music-content/34131/e76391e9.a.22016-1/1000x1000,pop,1998.0,happy|nostalgic|inspirational,data/audios/215892.mp3,data/lyrics/215892.txt,data/covers/215892:1000x1000.jpg,Pop,,,,nostalgic
83315,7555,Winter,The Rolling Stones,avatars.yandex.net/get-music-content/28589/7c1a817c.a.7555-1/1000x1000,rock,1973.0,happy,data/audios/83315.mp3,,data/covers/83315:1000x1000.jpg,Rock,,,,
590324,62989,Зима (Снежинки),Танцы Минус,avatars.yandex.net/get-music-content/34131/5378747e.a.62989-2/1000x1000,rusrock,2001.0,happy,data/audios/590324.mp3,,data/covers/590324:1000x1000.jpg,Rock,,,,
4523333,647766,Winter,Lahr,avatars.yandex.net/get-music-content/38044/fb65cc7a.a.647766-1/1000x1000,electronics,1998.0,happy,data/audios/4523333.mp3,,data/covers/4523333:1000x1000.jpg,Electro|Chill Out/Trip-Hop/Lounge,,,,
331933,1916878,Winter Song,Avishai Cohen,avatars.yandex.net/get-music-content/38044/247864a7.a.1916878-1/1000x1000,jazz,2009.0,happy,data/audios/331933.mp3,,data/covers/331933:1000x1000.jpg,Jazz,,,,
54920,4808720,Winter Snow,Isaac Hayes,avatars.yandex.net/get-music-content/108289/93d9d940.a.4808720-2/1000x1000,rnb,2017.0,happy,data/audios/54920.mp3,,data/covers/54920:1000x1000.jpg,R&B,,,,
5265593,580113,Winter Fields,Bat For Lashes,avatars.yandex.net/get-music-content/41288/6dd33bc3.a.580113-1/1000x1000,indie,2012.0,happy,data/audios/5265593.mp3,data/lyrics/5265593.txt,data/covers/5265593:1000x1000.jpg,Rock,,,,
549255,58906,Зимнее солнце,Tequilajazzz,avatars.yandex.net/get-music-content/33216/fa685fba.a.58906-1/1000x1000,rusrock,1998.0,happy,data/audios/549255.mp3,data/lyrics/549255.txt,data/covers/549255:1000x1000.jpg,Alternative,,,,happy|surprise
8414,5673518,Winter Song,Nico,avatars.yandex.net/get-music-content/113160/2a26bbe0.a.5673518-1/1000x1000,rock,1967.0,happy,data/audios/8414.mp3,data/lyrics/8414.txt,data/covers/8414:1000x1000.jpg,Rock,,,,
3962310,4694501,Холодно,Океан Ельзи,avatars.yandex.net/get-music-content/28589/876964af.a.4694501-1/1000x1000,ukrrock,2003.0,happy,data/audios/3962310.mp3,,data/covers/3962310:1000x1000.jpg,Rock,,,,
41951,3471,Cold,The Cure,avatars.yandex.net/get-music-content/34131/85bdd228.a.3471-1/1000x1000,rock,1982.0,happy,data/audios/41951.mp3,,data/covers/41951:1000x1000.jpg,Alternative,,,,
4523332,539357,Freeze,Alphawezen,avatars.yandex.net/get-music-content/28589/9e81ef29.a.539357-1/1000x1000,electronics,2009.0,happy,data/audios/4523332.mp3,,data/covers/4523332:1000x1000.jpg,Electro|Chill Out/Trip-Hop/Lounge,,,,happy
128936,626212,Ice,The Rasmus,avatars.yandex.net/get-music-content/28589/9d108a63.a.626212-3/1000x1000,rock,2012.0,happy,data/audios/128936.mp3,data/lyrics/128936.txt,data/covers/128936:1000x1000.jpg,Pop,,,,happy|joy
1600015,436646,The Freeze,Spandau Ballet,avatars.yandex.net/get-music-content/49876/4e00fa60.a.436646-1/1000x1000,pop,2012.0,happy,data/audios/1600015.mp3,,data/covers/1600015:1000x1000.jpg,Rock,,,,happy|joy
104905,5908490,Зима,НАИВ,avatars.yandex.net/get-music-content/149669/3bce3b1f.a.5908490-1/1000x1000,punk,2018.0,happy,data/audios/104905.mp3,,data/covers/104905:1000x1000.jpg,Rock,,,,happy|joy
436531,45169,Ice,Medeski Martin & Wood,avatars.yandex.net/get-music-content/42108/4074cf1a.a.45169-1/1000x1000,jazz,2004.0,happy,data/audios/436531.mp3,,data/covers/436531:1000x1000.jpg,Jazz,,,,happy
7207268,764378,С новым годом,Маша и медведи,avatars.yandex.net/get-music-content/34131/ea8457aa.a.764378-1/1000x1000,rusrock,2012.0,happy,data/audios/7207268.mp3,,data/covers/7207268:1000x1000.jpg,Rock,,,,happy|surprise
14937364,1671559,The Monster,Eminem,avatars.yandex.net/get-music-content/49707/efe63eec.a.1671559-1/1000x1000,foreignrap,2013.0,happy,data/audios/14937364.mp3,data/lyrics/14937364.txt,data/covers/14937364:1000x1000.jpg,Rap/Hip Hop,,,,happy
14235025,1609071,Roar,Katy Perry,avatars.yandex.net/get-music-content/34131/e5afa5ee.a.1609071-1/1000x1000,pop,2013.0,happy|funny|inspirational,data/audios/14235025.mp3,data/lyrics/14235025.txt,data/covers/14235025:1000x1000.jpg,Pop|Singer & Songwriter,,,,happy|joy
14212213,1747067,Burn,Ellie Goulding,avatars.yandex.net/get-music-content/119639/1afefa1b.a.1747067-2/1000x1000,pop,2013.0,happy|joy|sadness,data/audios/14212213.mp3,data/lyrics/14212213.txt,data/covers/14212213:1000x1000.jpg,Rock|Singer & Songwriter,,,,joy|sadness
8121088,848299,Happy Talk,George Shearing,avatars.yandex.net/get-music-content/34131/90f4ef6c.a.848299-1/1000x1000,jazz,2002.0,happy,data/audios/8121088.mp3,,data/covers/8121088:1000x1000.jpg,Jazz,,,,happy|funny
2403795,237727,Nightlife,Nils Landgren,avatars.yandex.net/get-music-content/118603/ed67247d.a.237727-3/1000x1000,jazz,2005.0,happy,data/audios/2403795.mp3,,data/covers/2403795:1000x1000.jpg,Jazz,,,,
20840482,2379797,Close Your Eyes,Oscar Peterson,avatars.yandex.net/get-music-content/33216/d999a93b.a.2379797-1/1000x1000,jazz,2014.0,happy,data/audios/20840482.mp3,,data/covers/20840482:1000x1000.jpg,Jazz,,,,happy
18999469,2123948,Someday My Prince Will Come,Wynton Kelly,avatars.yandex.net/get-music-content/33216/4798b978.a.2123948-1/1000x1000,jazz,2014.0,happy,data/audios/18999469.mp3,,data/covers/18999469:1000x1000.jpg,Jazz,,,,
8769769,913528,I'll Let You Know,David Hazeltine,avatars.yandex.net/get-music-content/38044/93583d45.a.913528-1/1000x1000,jazz,2012.0,happy,data/audios/8769769.mp3,,data/covers/8769769:1000x1000.jpg,Jazz,,,,
13249042,1440903,Dangerous Intentions,Patterns,avatars.yandex.net/get-music-content/63210/c71a9338.a.1440903-1/1000x1000,electronics,2013.0,inspirational,data/audios/13249042.mp3,,data/covers/13249042:1000x1000.jpg,Alternative|Indie Pop|Indie Rock|Electro,,,,
654151,1813070,The Kids Aren't Alright,The Offspring,avatars.yandex.net/get-music-content/32236/bbdd8451.a.1813070-1/1000x1000,punk,2005.0,inspirational,data/audios/654151.mp3,data/lyrics/654151.txt,data/covers/654151:1000x1000.jpg,Rock,,,,
20063004,5729141,"Lie, Cheat, Steal",Run the Jewels,avatars.yandex.net/get-music-content/139444/ce4d0f62.a.5729141-1/1000x1000,foreignrap,2014.0,inspirational,data/audios/20063004.mp3,data/lyrics/20063004.txt,data/covers/20063004:1000x1000.jpg,Rap/Hip Hop,,,,
38947433,5008582,Phoenix,Rhye,avatars.yandex.net/get-music-content/192707/de486491.a.5008582-1/1000x1000,indie,2018.0,inspirational,data/audios/38947433.mp3,,data/covers/38947433:1000x1000.jpg,Electro,,,,
39157140,5043003,It's Late,A Beacon School,avatars.yandex.net/get-music-content/119639/18004465.a.5043003-1/1000x1000,indie,2019.0,inspirational,data/audios/39157140.mp3,,data/covers/39157140:1000x1000.jpg,Alternative|Rock,,,,
17902562,1980067,Where Did You Sleep Last Night,Nirvana,avatars.yandex.net/get-music-content/28589/7f848468.a.1980067-1/1000x1000,rock,2011.0,inspirational,data/audios/17902562.mp3,data/lyrics/17902562.txt,data/covers/17902562:1000x1000.jpg,Rock,,,,
32435146,3952704,This Momentary,Delphic,avatars.yandex.net/get-music-content/163479/394c5f0b.a.3952704-1/1000x1000,electronics,2009.0,inspirational,data/audios/32435146.mp3,,data/covers/32435146:1000x1000.jpg,Electro,,,,inspirational
33859374,4145893,Let's Twist Again,Chubby Checker,avatars.yandex.net/get-music-content/175191/44cddc32.a.4145893-1/1000x1000,pop,2011.0,inspirational,data/audios/33859374.mp3,data/lyrics/33859374.txt,data/covers/33859374:1000x1000.jpg,Rock,,,,
3874601,3663878,Praise You,Fatboy Slim,avatars.yandex.net/get-music-content/32236/c3d2f73b.a.3663878-3/1000x1000,dance,2006.0,inspirational,data/audios/3874601.mp3,,data/covers/3874601:1000x1000.jpg,Dance,,,,inspirational|funny
42420593,5628505,"Heavy, California",Jungle,avatars.yandex.net/get-music-content/114728/e31af775.a.5628505-1/1000x1000,electronics,2018.0,inspirational,data/audios/42420593.mp3,data/lyrics/42420593.txt,data/covers/42420593:1000x1000.jpg,Electro,,,,inspirational|happy
3249851,343869,Gold on the Ceiling,The Black Keys,avatars.yandex.net/get-music-content/49876/1a0a74ff.a.343869-10/1000x1000,rock,2011.0,inspirational,data/audios/3249851.mp3,data/lyrics/3249851.txt,data/covers/3249851:1000x1000.jpg,Alternative|Rock|Indie Rock/Rock pop,,,,inspirational|anger
39774202,5140374,I Owe You Nothing,Seinabo Sey,avatars.yandex.net/get-music-content/163479/a66b7dcc.a.5140374-1/1000x1000,pop,2018.0,inspirational,data/audios/39774202.mp3,data/lyrics/39774202.txt,data/covers/39774202:1000x1000.jpg,Alternative,,,,
41358940,5413932,You & Me,MEUTE,avatars.yandex.net/get-music-content/117546/a63c3cf7.a.5413932-1/1000x1000,conjazz,2018.0,inspirational,data/audios/41358940.mp3,,data/covers/41358940:1000x1000.jpg,Electro,,,,inspirational|quiet
125805,4824583,When I Come Around,Green Day,avatars.yandex.net/get-music-content/95061/6bd37593.a.4824583-1/1000x1000,punk,2017.0,inspirational,data/audios/125805.mp3,data/lyrics/125805.txt,data/covers/125805:1000x1000.jpg,Alternative|Rock|Indie Rock/Rock pop,,,,inspirational|anger
4116,88434,Heads Will Roll,Yeah Yeah Yeahs,avatars.yandex.net/get-music-content/49876/57e8939c.a.88434-1/1000x1000,alternative,2009.0,inspirational|passionate,data/audios/4116.mp3,data/lyrics/4116.txt,data/covers/4116:1000x1000.jpg,Alternative|Rock,,,,inspirational|passionate
25573420,3892144,Stand Up,The Prodigy,avatars.yandex.net/get-music-content/34131/122fb901.a.3892144-1/1000x1000,electronics,2009.0,inspirational,data/audios/25573420.mp3,,data/covers/25573420:1000x1000.jpg,Electro,,,,
42303682,5581027,P.H.U.K.U.,Orbital,avatars.yandex.net/get-music-content/118603/16b35b13.a.5581027-1/1000x1000,electronics,2018.0,inspirational,data/audios/42303682.mp3,,data/covers/42303682:1000x1000.jpg,Electro,,,,inspirational
21711460,2490613,"Andy, You're A Star",The Killers,avatars.yandex.net/get-music-content/33216/570ed545.a.2490613-1/1000x1000,rock,2004.0,inspirational,data/audios/21711460.mp3,,data/covers/21711460:1000x1000.jpg,Rock,,,,inspirational
4766277,530937,Pain in the Ass,Nina Kraviz,avatars.yandex.net/get-music-content/28589/a0ebe0f4.a.530937-1/1000x1000,house,2011.0,inspirational,data/audios/4766277.mp3,,data/covers/4766277:1000x1000.jpg,Dance,,,,inspirational
17610420,1945815,Black Out Days,Phantogram,avatars.yandex.net/get-music-content/2390047/ed84dad0.a.1945815-2/1000x1000,indie,2013.0,inspirational,data/audios/17610420.mp3,,data/covers/17610420:1000x1000.jpg,Alternative,,,,
38569460,4938531,Grown Up,Danny Brown,avatars.yandex.net/get-music-content/103235/ae868ce5.a.4938531-1/1000x1000,foreignrap,2012.0,inspirational,data/audios/38569460.mp3,,data/covers/38569460:1000x1000.jpg,Rap/Hip Hop,,,,
41571331,5454915,Fire,Kids See Ghosts,avatars.yandex.net/get-music-content/99892/10f9c32a.a.5454915-1/1000x1000,foreignrap,2018.0,inspirational,data/audios/41571331.mp3,data/lyrics/41571331.txt,data/covers/41571331:1000x1000.jpg,Rap/Hip Hop,,,,
34505494,4883172,HUMBLE.,Kendrick Lamar,avatars.yandex.net/get-music-content/114728/e66d2721.a.4883172-3/1000x1000,foreignrap,2017.0,inspirational,data/audios/34505494.mp3,data/lyrics/34505494.txt,data/covers/34505494:1000x1000.jpg,Rap/Hip Hop,,,,
53407,297394,Lounge Act,Nirvana,avatars.yandex.net/get-music-content/33216/48d7a757.a.297394-3/1000x1000,alternative,1991.0,inspirational,data/audios/53407.mp3,data/lyrics/53407.txt,data/covers/53407:1000x1000.jpg,Rock,,,,
28895269,8644094,Virtual Insanity,Jamiroquai,avatars.yandex.net/get-music-content/108289/8d5da125.a.8644094-1/1000x1000,pop,1996.0,inspirational,data/audios/28895269.mp3,data/lyrics/28895269.txt,data/covers/28895269:1000x1000.jpg,Pop,,,,
331411,33381,Sure Shot,Beastie Boys,avatars.yandex.net/get-music-content/34131/f9940b36.a.33381-1/1000x1000,foreignrap,1994.0,inspirational,data/audios/331411.mp3,,data/covers/331411:1000x1000.jpg,Rap/Hip Hop,,,,
9550303,1012063,Do Not Claim Them Anymore,Balthazar,avatars.yandex.net/get-music-content/49876/a1d31c04.a.1012063-1/1000x1000,alternative,2012.0,inspirational|quiet,data/audios/9550303.mp3,,data/covers/9550303:1000x1000.jpg,Alternative,,,,inspirational|quiet
267284,4440268,He's A Pirate,Klaus Badelt,avatars.yandex.net/get-music-content/193823/a95cf019.a.4440268-1/1000x1000,soundtrack,2012.0,inspirational|nostalgic|serious,data/audios/267284.mp3,,data/covers/267284:1000x1000.jpg,Films/Games|Film Scores,,,,inspirational|nostalgic
3872339,1901380,On Melancholy Hill,Gorillaz,avatars.yandex.net/get-music-content/41288/419de0ea.a.1901380-1/1000x1000,indie,2011.0,inspirational,data/audios/3872339.mp3,data/lyrics/3872339.txt,data/covers/3872339:1000x1000.jpg,Rap/Hip Hop,,,,
25455722,3003414,Between The Bars,Elliott Smith,avatars.yandex.net/get-music-content/41288/778f97c8.a.3003414-1/1000x1000,rock,1997.0,inspirational|lonely|sadness,data/audios/25455722.mp3,data/lyrics/25455722.txt,data/covers/25455722:1000x1000.jpg,Alternative,,,,lonely|sadness
10513709,1137993,Fireproof,The National,avatars.yandex.net/get-music-content/28589/85f89fda.a.1137993-1/1000x1000,indie,2013.0,inspirational,data/audios/10513709.mp3,data/lyrics/10513709.txt,data/covers/10513709:1000x1000.jpg,Alternative,,,,
545285,2486551,Je T'aime... Moi Non Plus,Serge Gainsbourg,avatars.yandex.net/get-music-content/2411511/7e7dd23a.a.2486551-4/1000x1000,estrada,2011.0,inspirational|passionate,data/audios/545285.mp3,data/lyrics/545285.txt,data/covers/545285:1000x1000.jpg,Pop,,,,inspirational|passionate
23964790,7723801,Playground Love,AIR,avatars.yandex.net/get-music-content/108289/ef9fc48a.a.7723801-1/1000x1000,films,2000.0,inspirational,data/audios/23964790.mp3,data/lyrics/23964790.txt,data/covers/23964790:1000x1000.jpg,,,,,
2983605,504048,Le vent nous portera,Sophie Hunger,avatars.yandex.net/get-music-content/49707/16bbe648.a.504048-1/1000x1000,foreignbard,2010.0,inspirational|sadness,data/audios/2983605.mp3,data/lyrics/2983605.txt,data/covers/2983605:1000x1000.jpg,Rock,,,,sadness|soulful
248557,160776,Here She Comes,Slowdive,avatars.yandex.net/get-music-content/193823/fa94cb79.a.160776-1/1000x1000,indie,1993.0,inspirational,data/audios/248557.mp3,data/lyrics/248557.txt,data/covers/248557:1000x1000.jpg,Alternative|Indie Pop|Indie Rock,,,,
14576780,7055568,Mon Nom,Rodrigo Amarante,avatars.yandex.net/get-music-content/142001/0c0f425d.a.7055568-1/1000x1000,alternative,2014.0,inspirational,data/audios/14576780.mp3,data/lyrics/14576780.txt,data/covers/14576780:1000x1000.jpg,Alternative|Latin Music,,,,
4432098,504258,Marks,Nicolas Jaar,avatars.yandex.net/get-music-content/49876/a282a40a.a.504258-1/1000x1000,techno,2010.0,inspirational,data/audios/4432098.mp3,,data/covers/4432098:1000x1000.jpg,Electro|Techno/House|Dance,,,,inspirational
14225485,2244807,Going Home,Ásgeir,avatars.yandex.net/get-music-content/38044/21f3ac99.a.2244807-1/1000x1000,foreignbard,2014.0,inspirational,data/audios/14225485.mp3,data/lyrics/14225485.txt,data/covers/14225485:1000x1000.jpg,Alternative,,,,
20414851,2323061,I Go To Sleep,The Kinks,avatars.yandex.net/get-music-content/28589/d66a20ae.a.2323061-1/1000x1000,rock,2014.0,inspirational,data/audios/20414851.mp3,data/lyrics/20414851.txt,data/covers/20414851:1000x1000.jpg,Pop,,,,inspirational
178832,7551257,The Sound of Silence,Simon & Garfunkel,avatars.yandex.net/get-music-content/97284/311aadc0.a.7551257-2/1000x1000,folkrock,1997.0,inspirational,data/audios/178832.mp3,data/lyrics/178832.txt,data/covers/178832:1000x1000.jpg,Pop,,,,
17297982,1906296,Hey Joe,Charlotte Gainsbourg,avatars.yandex.net/get-music-content/49876/6d88f595.a.1906296-1/1000x1000,pop,2014.0,inspirational,data/audios/17297982.mp3,data/lyrics/17297982.txt,data/covers/17297982:1000x1000.jpg,Pop,,,,
24090087,2798896,Imagine,John Lennon,avatars.yandex.net/get-music-content/41288/68ddd41d.a.2798896-1/1000x1000,pop,2015.0,inspirational|nostalgic,data/audios/24090087.mp3,data/lyrics/24090087.txt,data/covers/24090087:1000x1000.jpg,Pop,,,,nostalgic
2629286,273160,Claire,Baxter Dury,avatars.yandex.net/get-music-content/63210/e09f4965.a.273160-1/1000x1000,rock,2011.0,inspirational,data/audios/2629286.mp3,,data/covers/2629286:1000x1000.jpg,Rock,,,,
9447170,1001828,Für Hildegard von Bingen,Devendra Banhart,avatars.yandex.net/get-music-content/28589/91bcd775.a.1001828-1/1000x1000,foreignbard,2013.0,inspirational,data/audios/9447170.mp3,data/lyrics/9447170.txt,data/covers/9447170:1000x1000.jpg,Alternative,,,,
25526607,3013205,Lay Low,Lou Doillon,avatars.yandex.net/get-music-content/175191/81ae98d6.a.3013205-2/1000x1000,pop,2015.0,inspirational,data/audios/25526607.mp3,,data/covers/25526607:1000x1000.jpg,Pop,,,,
30068880,3629494,Меняться телами,Свидание,avatars.yandex.net/get-music-content/38044/5e6f8f46.a.3629494-1/1000x1000,local-indie,2016.0,inspirational,data/audios/30068880.mp3,,data/covers/30068880:1000x1000.jpg,Alternative|Indie Pop|Pop,,,,
25826,1878821,The Day Before You Came,ABBA,avatars.yandex.net/get-music-content/42108/789b4651.a.1878821-1/1000x1000,pop,2014.0,inspirational,data/audios/25826.mp3,,data/covers/25826:1000x1000.jpg,Pop,,,,inspirational|joy
27374238,3277305,And I Love Her,The Beatles,avatars.yandex.net/get-music-content/163479/52851f40.a.3277305-2/1000x1000,rnr,1964.0,inspirational,data/audios/27374238.mp3,data/lyrics/27374238.txt,data/covers/27374238:1000x1000.jpg,Rock,,,,
17370492,1987059,Whole Lotta Love,Led Zeppelin,avatars.yandex.net/get-music-content/49876/a81e3474.a.1987059-1/1000x1000,hardrock,1969.0,inspirational,data/audios/17370492.mp3,,data/covers/17370492:1000x1000.jpg,Rock,,,,
10905,4716161,I'm Not In Love,10cc,avatars.yandex.net/get-music-content/176019/3ed8a39e.a.4716161-1/1000x1000,rock,2016.0,inspirational|lonely,data/audios/10905.mp3,data/lyrics/10905.txt,data/covers/10905:1000x1000.jpg,Rock,,,,lonely
982,7054,I Put A Spell On You,Creedence Clearwater Revival,avatars.yandex.net/get-music-content/42108/ddc928ca.a.7054-1/1000x1000,rock,2008.0,inspirational,data/audios/982.mp3,data/lyrics/982.txt,data/covers/982:1000x1000.jpg,Rock,,,,
2773117,298151,Wish You Were Here,Pink Floyd,avatars.yandex.net/get-music-content/33216/8654a3d6.a.298151-1/1000x1000,prog,2011.0,inspirational|relaxed,data/audios/2773117.mp3,data/lyrics/2773117.txt,data/covers/2773117:1000x1000.jpg,Classical,,,,
18860,4846,Lose Yourself,Eminem,avatars.yandex.net/get-music-content/34131/6fd4311d.a.4846-2/1000x1000,foreignrap,2005.0,inspirational|anger,data/audios/18860.mp3,data/lyrics/18860.txt,data/covers/18860:1000x1000.jpg,Rap/Hip Hop,,,,
33835,86049,Pain,Jimmy Eat World,avatars.yandex.net/get-music-content/95061/8b78e219.a.86049-3/1000x1000,alternative,2004.0,inspirational,data/audios/33835.mp3,data/lyrics/33835.txt,data/covers/33835:1000x1000.jpg,Rock,,,,
475745,51399,Viva La Vida,Coldplay,avatars.yandex.net/get-music-content/42108/361183d4.a.51399-1/1000x1000,rock,2008.0,inspirational,data/audios/475745.mp3,data/lyrics/475745.txt,data/covers/475745:1000x1000.jpg,Rock,,,,
370847,37775,Like a Prayer,Madonna,avatars.yandex.net/get-music-content/63210/b97571bd.a.37775-1/1000x1000,rock,1989.0,inspirational,data/audios/370847.mp3,,data/covers/370847:1000x1000.jpg,Pop,,,,
36611548,5490541,Mercy Street,Peter Gabriel,avatars.yandex.net/get-music-content/175191/63190e91.a.5490541-1/1000x1000,rock,2011.0,inspirational,data/audios/36611548.mp3,data/lyrics/36611548.txt,data/covers/36611548:1000x1000.jpg,Rock,,,,
17413580,1922696,Black Widow,Iggy Azalea,avatars.yandex.net/get-music-content/34131/e044060b.a.1922696-1/1000x1000,foreignrap,2014.0,inspirational|funny,data/audios/17413580.mp3,data/lyrics/17413580.txt,data/covers/17413580:1000x1000.jpg,Pop|Rock,,,,
629062,73370,Oops!...I Did It Again,Britney Spears,avatars.yandex.net/get-music-content/49707/217e411e.a.73370-3/1000x1000,pop,2000.0,inspirational,data/audios/629062.mp3,data/lyrics/629062.txt,data/covers/629062:1000x1000.jpg,Pop,,,,
37056,2298290,MMMBop,Hanson,avatars.yandex.net/get-music-content/34131/ab857eeb.a.2298290-1/1000x1000,pop,1997.0,inspirational,data/audios/37056.mp3,data/lyrics/37056.txt,data/covers/37056:1000x1000.jpg,Pop,,,,inspirational|joy
145622,13160244,She Drives Me Crazy,Fine Young Cannibals,avatars.yandex.net/get-music-content/2427101/1892e175.a.13160244-1/1000x1000,pop,1989.0,inspirational,data/audios/145622.mp3,,data/covers/145622:1000x1000.jpg,Pop,,,,
71263,419460,Gimme Shelter,The Rolling Stones,avatars.yandex.net/get-music-content/49876/a85f9f93.a.419460-1/1000x1000,rock,1972.0,inspirational|soulful,data/audios/71263.mp3,data/lyrics/71263.txt,data/covers/71263:1000x1000.jpg,Rock,,,,soulful|funny
3586416,483074,Lego House,Ed Sheeran,avatars.yandex.net/get-music-content/41288/d47d2949.a.483074-1/1000x1000,pop,2012.0,inspirational,data/audios/3586416.mp3,data/lyrics/3586416.txt,data/covers/3586416:1000x1000.jpg,Pop,,,,
273462,618449,Don't You (Forget About Me),Simple Minds,avatars.yandex.net/get-music-content/33216/b253f17f.a.618449-1/1000x1000,pop,2012.0,inspirational,data/audios/273462.mp3,data/lyrics/273462.txt,data/covers/273462:1000x1000.jpg,Pop,,,,inspirational|joy
5471471,1174459,Backseat Freestyle,Kendrick Lamar,avatars.yandex.net/get-music-content/28589/98382a55.a.1174459-1/1000x1000,foreignrap,2013.0,inspirational,data/audios/5471471.mp3,data/lyrics/5471471.txt,data/covers/5471471:1000x1000.jpg,Rap/Hip Hop,,,,
1310194,8406358,Man! I Feel Like A Woman!,Shania Twain,avatars.yandex.net/get-music-content/142001/128da7bf.a.8406358-1/1000x1000,pop,1999.0,inspirational,data/audios/1310194.mp3,data/lyrics/1310194.txt,data/covers/1310194:1000x1000.jpg,Pop,,,,inspirational
535749,58638,You're So Vain,Carly Simon,avatars.yandex.net/get-music-content/41288/f2a3dab4.a.58638-1/1000x1000,pop,2009.0,inspirational,data/audios/535749.mp3,,data/covers/535749:1000x1000.jpg,Pop,,,,
9988325,1073508,Crazy,Patsy Cline,avatars.yandex.net/get-music-content/32236/89265e43.a.1073508-1/1000x1000,country,2013.0,inspirational,data/audios/9988325.mp3,data/lyrics/9988325.txt,data/covers/9988325:1000x1000.jpg,,,,,
